ACCOUNT_CONTROL_PHASING,WHITELIST,19,0
GOODS,PARSED_TAGS,2147483647,0
POLL,OPTIONS,2147483647,0
SHARD,BLOCK_TIMEOUTS,10,0
SHARD,BLOCK_TIMESTAMPS,10,0
SHARD,GENERATOR_IDS,19,0
SHUFFLING,RECIPIENT_PUBLIC_KEYS,2147483647,0
SHUFFLING_DATA,DATA,2147483647,0
SHUFFLING_PARTICIPANT,BLAME_DATA,2147483647,0
SHUFFLING_PARTICIPANT,KEY_SEEDS,2147483647,0
TAGGED_DATA,PARSED_TAGS,2147483647,0
